declared_land_ha,verified_land_ha,cadastral_land_ha,mean_ndvi,annual_income,crop_is_high_vigor,overclaim_ratio,eligible
1.8699199,1.6691557,2.0399194,0.45223996,801761.2,1.0,1.1202788,1
0.9734244,0.8469855,0.8828331,0.24741352,819595.0,1.0,1.149281,0
1.8144842,1.3460529,1.8794729,0.5780988,815053.1,1.0,1.3480036,1
3.4973254,3.1060655,3.3134882,0.3108045,696768.56,1.0,1.1259664,0
1.5738788,1.2434487,1.5449771,0.5570425,443761.0,1.0,1.2657367,1
1.2505978,1.0942141,1.281401,0.5118333,328342.12,1.0,1.1429188,1
6.9101987,5.533561,7.2035675,0.29594463,125560.55,0.0,1.2487797,0
2.699098,2.0113552,2.88274,0.5387595,220210.05,1.0,1.3419302,0
3.0139177,2.8798213,3.1377215,0.5286979,772542.94,0.0,1.0465641,1
0.6311092,0.551421,0.66612303,0.5292421,933282.06,1.0,1.1445142,1
2.987483,2.369875,3.0466778,0.52204955,1093766.2,1.0,1.2606078,0
2.265496,2.3428013,2.0919857,0.40214178,146504.28,0.0,0.96700305,1
4.9617834,4.9945874,4.4868717,0.58874136,986130.2,1.0,0.99343204,1
1.8020443,1.2780721,1.8127784,0.39685163,737032.75,1.0,1.4099708,0
7.1292505,6.8871636,7.4365797,0.33881137,396513.84,1.0,1.0351504,0
7.4514,6.0401044,6.8684998,0.60119504,884661.7,1.0,1.2336541,1
0.9786822,0.85408413,0.9648429,0.6404646,1187757.1,1.0,1.145885,1
1.0377431,0.7995085,0.98713803,0.5909297,486330.28,1.0,1.2979763,1
1.0995462,1.010188,1.1143006,0.46892077,771553.6,0.0,1.0884571,1
5.03264,4.165541,4.922428,0.20908014,349957.5,1.0,1.20816,0
1.1513579,0.99723274,1.0826144,0.7222535,285782.28,0.0,1.1545528,1
6.8485823,4.4167423,6.1697407,0.20673539,221500.97,1.0,1.5505959,0
6.0833178,4.922835,5.8661737,0.5879092,86976.65,0.0,1.2357347,1
6.594509,6.4414997,6.615825,0.81653553,882382.0,1.0,1.0237538,1
4.3032722,3.565557,4.6726727,0.52242,217852.81,1.0,1.2069004,1
7.9740825,5.901158,7.5394564,0.54368496,827713.9,0.0,1.3512741,0
0.5445658,0.5015298,0.5459005,0.5568981,1050050.2,1.0,1.0858094,1
3.3298666,2.9192972,3.3741517,0.5297251,1023589.56,1.0,1.1406398,1
2.726706,2.1999748,2.808086,0.85259205,393809.78,1.0,1.239426,1
7.599435,5.1066403,7.3388753,0.37352526,193067.12,0.0,1.4881477,0
4.6995153,3.7958274,4.323067,0.354691,559524.1,1.0,1.2380741,0
6.4882894,4.5392337,7.0350657,0.45087484,258482.6,1.0,1.4293799,0
1.5286613,1.21083,1.6670833,0.76112473,479534.1,0.0,1.2624905,1
7.8333464,6.7177386,7.736575,0.4134685,704144.56,1.0,1.1660689,0
4.0893884,3.8393953,4.1552887,0.56454474,790999.0,0.0,1.0651126,1
4.050642,3.326668,3.6690931,0.66065127,301072.3,1.0,1.2176274,1
7.772901,7.038073,7.069011,0.6168475,311390.53,1.0,1.1044075,1
3.1697123,3.0717204,2.9013438,0.6527111,1045862.56,0.0,1.0319014,1
3.3006952,2.4104455,3.458301,0.712698,1136620.9,0.0,1.3693299,0
4.761071,3.4293575,4.50134,0.5462347,788813.0,0.0,1.3883275,0
1.1988103,1.0867867,1.1231527,0.43144268,690346.7,1.0,1.1030778,0
2.7044678,2.6129775,2.4385297,0.5220828,806784.25,0.0,1.0350139,1
1.7070249,1.3672187,1.5441397,0.44914198,197913.55,1.0,1.2485383,0
1.0056112,0.9440368,0.9865817,0.8782328,1081594.9,1.0,1.0652245,1
6.955928,5.817789,7.01391,0.4201015,289885.03,0.0,1.1956309,0
4.796783,4.3544016,4.872629,0.57247114,820132.7,1.0,1.1015941,1
2.9976478,2.598227,2.9724143,0.27487016,305266.28,1.0,1.1537281,0
3.3876212,2.2141154,3.3602228,0.51992273,861660.25,0.0,1.530011,0
3.565848,2.7975755,3.7463815,0.45693442,916448.9,1.0,1.2746209,0
5.1385636,3.5583344,4.9223022,0.6013528,902202.9,1.0,1.4440924,0
7.428801,7.612874,7.039113,0.60526294,543003.3,0.0,0.9758209,1
7.475681,7.266891,8.005444,0.71254975,748087.4,1.0,1.0287317,1
3.2536376,3.1646526,3.3767965,0.7006354,737686.94,1.0,1.0281184,1
2.7682471,2.12643,2.7554393,0.49005425,878359.8,1.0,1.3018284,0
3.7181628,3.1952007,3.5511465,0.35834208,623851.0,0.0,1.1636711,0
4.629887,3.6758647,4.29337,0.37593403,633387.75,1.0,1.2595369,0
3.8021798,3.1282568,3.4504182,0.5454107,837069.75,0.0,1.2154309,0
5.3382764,4.075299,5.7144814,0.52366793,245673.55,1.0,1.3099104,0
4.5243125,4.2845736,4.6088133,0.538689,800351.8,0.0,1.0559539,1
2.7015812,1.8658828,2.4561856,0.41973346,220465.61,1.0,1.4478837,0
2.8967004,2.3345888,2.6989062,0.7155856,883560.25,1.0,1.2407755,1
3.1530237,2.9448733,3.014016,0.27909744,497250.1,0.0,1.0706823,0
0.9381902,0.82056445,0.8937334,0.4114302,1015520.1,0.0,1.1433473,0
1.4952885,1.0110419,1.5097603,0.33843392,151673.66,1.0,1.4789581,0
5.8402877,5.548817,5.722832,0.468654,579602.0,0.0,1.0525284,1
3.2349544,2.8847888,3.482245,0.68698496,242300.06,0.0,1.1213834,1
1.873404,1.5652822,1.955613,0.4568369,1049192.6,1.0,1.1968474,0
4.588845,4.260718,4.965802,0.5152216,194035.22,1.0,1.0770121,1
6.0932083,6.1360445,6.535354,0.59963644,607974.56,0.0,0.9930189,1
2.2078943,1.9241164,2.3939621,0.44970256,171038.9,1.0,1.1474849,1
6.648961,5.674245,7.2872767,0.55739415,967369.3,0.0,1.171779,1
7.434538,5.783739,7.1545477,0.5376134,374345.5,1.0,1.2854207,1
4.8596773,3.653233,4.5775056,0.3303786,733168.06,1.0,1.3302401,0
5.417792,4.697564,5.054965,0.4303527,245665.25,0.0,1.1533194,1
0.6100927,0.41540754,0.6257219,0.55318785,454346.75,1.0,1.4686607,0
7.575055,5.8745866,7.8492217,0.6923288,180751.75,1.0,1.2894619,1
3.261381,2.624288,2.992537,0.69218904,683455.7,1.0,1.2427678,1
7.406423,5.8196225,7.8820214,0.81432307,53971.074,1.0,1.2726638,1
4.716025,3.4913363,4.9830146,0.5728186,1192032.2,0.0,1.3507793,0
0.23602663,0.21246926,0.24209128,0.43800282,528720.7,1.0,1.1108742,0
0.5006276,0.36791325,0.49418077,0.49040714,773864.25,1.0,1.3607218,0
5.5072665,3.9102185,5.1257863,0.48293528,379798.16,1.0,1.4084294,0
4.5888104,4.1810894,4.593943,0.43881798,341235.38,1.0,1.0975155,1
0.406953,0.3831688,0.3792126,0.5574433,1023055.2,1.0,1.0620724,1
5.9989877,5.0952244,6.124941,0.56442326,921910.3,0.0,1.1773746,1
6.8467336,4.951537,6.586509,0.32393637,789785.8,1.0,1.3827491,0
4.0720563,2.703334,3.8662598,0.66322553,915150.6,0.0,1.5063089,0
3.8329082,2.4619935,3.787719,0.22447947,251610.12,0.0,1.5568311,0
0.24269025,0.20181142,0.24660788,0.46662772,1124206.1,0.0,1.2025595,0
6.335868,6.498292,6.1679215,0.6723973,572957.3,1.0,0.9750051,1
2.7795854,2.5523012,3.0373104,0.59110874,1049018.4,1.0,1.0890507,1
7.054356,5.6120415,6.3572416,0.44645393,896465.44,1.0,1.2570037,0
3.1098726,3.1915898,3.3666615,0.79532355,378809.44,1.0,0.97439605,1
4.607608,3.5822027,4.147477,0.433989,704714.44,0.0,1.2862499,0
2.308666,1.6450177,2.1778624,0.19970736,1161642.6,0.0,1.4034292,0
1.4525888,1.1743402,1.5967877,0.56791097,92651.36,0.0,1.2369403,1
6.244282,4.476723,6.52914,0.23322296,540454.0,1.0,1.3948331,0
4.0734057,3.8064482,4.191126,0.37528273,763620.56,1.0,1.070133,1
4.384606,3.4324641,4.5828714,0.5934125,440880.47,0.0,1.277393,1
7.7302446,6.575107,7.5884657,0.43087134,415603.5,0.0,1.1756834,0
7.7159233,6.1312346,8.154511,0.58709145,910995.4,0.0,1.2584616,1
6.8740087,6.3846426,6.3995204,0.3262851,1103775.9,0.0,1.0766474,0
1.6633525,1.3615909,1.7611219,0.628772,668272.56,1.0,1.2216244,1
4.835327,4.215812,5.260378,0.24635802,1140441.2,1.0,1.1469504,0
7.04955,5.2412167,7.5538564,0.69779474,166470.5,0.0,1.3450217,1
3.1208186,2.7448583,3.2704065,0.42869657,311590.94,0.0,1.136969,1
0.9886281,0.78363335,1.0185592,0.7296738,150868.73,1.0,1.2615952,1
6.525511,4.6875114,6.553038,0.37392315,550864.44,1.0,1.3921056,0
3.9577558,3.466846,3.8748195,0.78871477,770721.94,1.0,1.1416012,1
4.602263,2.9962783,4.93883,0.35635084,280542.72,1.0,1.5359932,0
7.8607254,5.7659845,8.092552,0.2309077,565819.5,1.0,1.3632928,0
4.9362493,4.365876,4.8719797,0.5064655,837053.8,1.0,1.1306434,1
3.5148392,2.8870165,3.7150385,0.68509835,785410.4,0.0,1.2174642,0
3.0858781,2.6469104,2.8106818,0.61861825,773674.25,1.0,1.1658416,1
3.4574306,2.673358,3.673948,0.6744457,746937.1,1.0,1.2932912,1
1.1235129,0.83738154,1.1933284,0.62157804,1184601.9,1.0,1.3416977,0
6.3990545,4.599102,6.0516233,0.37695983,871009.75,1.0,1.3913704,0
6.7341914,5.200488,6.11151,0.6149625,1093824.0,1.0,1.2949153,1
2.4182978,2.4076483,2.5216596,0.5139251,1144489.8,1.0,1.0044231,1
2.5696137,2.265773,2.415371,0.3935403,1038630.6,0.0,1.1341002,0
7.0198073,6.0660973,7.7162027,0.5269031,159443.31,1.0,1.1572198,1
0.38696876,0.31027412,0.34898257,0.49155113,658631.2,0.0,1.2471836,0
4.259568,3.6224754,4.029374,0.7123989,488739.34,1.0,1.1758722,1
3.8166707,2.586002,3.467111,0.42276838,161628.72,0.0,1.4758962,0
5.5829887,4.2082424,5.8986015,0.41575736,698840.3,1.0,1.3266793,0
1.4744552,1.2082081,1.4976618,0.39520422,294748.22,1.0,1.2203654,0
5.4129796,4.2263145,5.7901936,0.78452724,718997.8,0.0,1.2807801,1
3.1385252,2.640298,3.42891,0.40359703,989997.25,0.0,1.1887012,0
5.025975,4.6030927,5.136662,0.6945257,502913.78,1.0,1.0918692,1
0.5127411,0.5076652,0.4852329,0.34529188,1142302.9,1.0,1.0099984,0
3.8014722,2.7471907,3.4917657,0.5759936,931438.8,0.0,1.3837671,0
4.273557,2.9102163,4.5866046,0.53937644,974924.4,0.0,1.4684671,0
1.871746,1.3498796,1.7763293,0.68500525,179135.1,0.0,1.3866022,1
1.2890645,1.1392993,1.3905185,0.6632568,1133154.0,0.0,1.1314538,1
1.6700996,1.628686,1.7964551,0.5122835,89708.54,1.0,1.0254277,1
2.8843005,2.8061726,2.9580286,0.4194386,1020479.5,0.0,1.0278414,1
0.9551192,0.6817222,0.9749848,0.74374425,84098.266,1.0,1.4010386,1
7.5890946,7.0572276,8.273367,0.4044579,236826.05,0.0,1.0753648,1
3.3589537,2.6181636,3.5309422,0.15984143,412646.84,1.0,1.2829427,0
6.509963,6.173767,6.7485943,0.22121519,898424.6,1.0,1.0544555,0
7.8004537,7.015812,7.7002034,0.2577408,1084333.5,1.0,1.111839,0
0.82973516,0.6394232,0.8270798,0.58935434,816473.56,1.0,1.2976308,0
5.283022,3.5592902,5.1656556,0.8321701,886933.8,0.0,1.4842908,1
6.9969907,6.9859095,7.6215715,0.1940059,383238.75,0.0,1.0015863,0
5.1470284,4.341182,5.2892094,0.38261676,1171683.0,1.0,1.1856283,0
3.5464036,2.9400864,3.7452602,0.5133539,518894.34,1.0,1.2062243,0
3.5623956,2.6989493,3.23266,0.73182607,1099850.9,0.0,1.3199195,1
0.4800113,0.37793097,0.513845,0.38180938,946142.44,1.0,1.2701032,0
4.369886,4.0107975,4.2979035,0.58861995,472356.53,1.0,1.0895305,1
7.9496355,5.1636963,8.326703,0.46248662,444605.56,1.0,1.5395242,0
7.677919,5.6423006,6.971589,0.89107424,831403.1,1.0,1.3607781,1
0.515114,0.46558133,0.5556919,0.5216811,1131542.0,1.0,1.1063888,1
5.7052164,4.624233,5.8876076,0.5533533,823196.1,1.0,1.233765,1
2.553766,1.9371607,2.5320594,0.51263857,1036041.06,1.0,1.3183036,0
7.243315,5.013239,6.9587374,0.437797,1161225.2,0.0,1.4448375,0
0.551895,0.44428596,0.5310361,0.64248055,429503.03,1.0,1.2422068,1
7.499818,5.947601,7.204922,0.32614586,669265.25,0.0,1.260982,0
6.732311,4.885373,6.2355013,0.19970565,750474.4,1.0,1.3780546,0
1.1165342,0.8676188,1.1084526,0.47747082,299753.16,0.0,1.2868948,0
0.66662985,0.56262726,0.66042835,0.62233454,967181.06,0.0,1.1848516,1
6.7107196,5.8403287,6.592526,0.41288346,351021.8,0.0,1.1490312,1
1.4149098,1.4228263,1.4723818,0.5279736,862905.8,1.0,0.99443614,1
4.3722057,3.288827,4.3020883,0.31689554,652397.8,0.0,1.3294119,0
7.3428097,5.6021514,6.7392364,0.6593995,1012171.7,1.0,1.3107126,1
4.6260953,4.58652,4.9518275,0.5977864,638288.3,0.0,1.0086286,1
3.2984197,2.8607433,3.24901,0.50295925,724667.4,1.0,1.1529939,1
3.6711252,2.9522734,3.7851398,0.52530944,258233.19,1.0,1.2434909,1
0.6923139,0.521374,0.75183856,0.2909637,979414.75,1.0,1.3278644,0
7.756268,5.893713,8.171097,0.297666,512443.03,0.0,1.3160241,0
2.6231027,2.24506,2.6434574,0.48170128,716706.1,0.0,1.1683887,1
1.6770352,1.3182784,1.692136,0.5770602,1022967.56,0.0,1.2721404,1
2.431169,1.6661135,2.6011229,0.5846568,601297.5,1.0,1.4591857,0
7.7221107,7.06464,8.221936,0.44556007,365634.34,1.0,1.093065,1
0.93543124,0.808994,0.87531155,0.61180675,355218.53,0.0,1.1562895,1
6.964964,5.6023116,7.1411786,0.71311873,701274.94,1.0,1.2432303,1
5.7211823,4.0604906,6.1396475,0.48669988,384884.66,0.0,1.408988,0
6.6741495,6.3312874,7.0790133,0.5464496,439332.4,1.0,1.0541537,1
7.8120008,6.730477,7.225657,0.46882188,320025.94,1.0,1.1606905,1
6.7688065,4.983471,6.68175,0.48105407,563229.9,1.0,1.3582515,0
7.5583825,6.247995,7.585945,0.5254347,585994.5,1.0,1.2097292,1
1.190095,0.9989079,1.132449,0.75548965,654808.56,1.0,1.1913961,1
6.4071507,5.7553067,6.6371665,0.63729143,731782.8,0.0,1.1132597,1
4.45627,3.5040205,4.435082,0.6237777,726090.75,0.0,1.2717593,1
4.4392657,4.103432,4.2594833,0.43193856,472339.7,1.0,1.0818422,1
7.2115884,5.662949,6.976295,0.3652737,1085780.9,0.0,1.2734687,0
7.78007,5.560723,8.335051,0.5584303,638405.0,1.0,1.3991113,0
5.697739,3.9932206,6.1150413,0.6865618,1006933.56,0.0,1.4268531,0
3.9669194,3.0680616,4.214753,0.75851065,690985.5,0.0,1.2929726,1
3.7599502,3.0942197,4.071175,0.13210443,476205.2,1.0,1.2151529,0
3.2134633,2.6706536,3.5041575,0.86695826,899445.25,0.0,1.2032498,1
3.0204725,2.702772,3.0155358,0.56254804,253504.1,1.0,1.1175462,1
3.2537534,2.3404806,2.991308,0.63633955,1165132.4,1.0,1.3902074,0
0.90007526,0.93940395,0.9540925,0.23900838,708147.94,0.0,0.95813435,0
0.80400145,0.5852073,0.82545733,0.46446413,169790.52,0.0,1.3738747,0
6.2829847,5.1226597,6.132843,0.6234272,534562.0,0.0,1.2265083,1
3.6793685,3.7643511,4.0293007,0.32378784,869419.0,1.0,0.9774244,1
7.459339,7.39718,7.2186785,0.0667533,128326.17,1.0,1.0084031,0
4.9753237,4.295619,5.380946,0.5503258,350587.53,1.0,1.1582321,1
0.47437266,0.41315642,0.48315656,0.4925326,1113030.2,0.0,1.1481673,0
1.4286821,1.0597832,1.2962838,0.7162006,459633.44,0.0,1.348089,0
1.8053944,1.2998956,1.9355038,0.47601223,233037.02,0.0,1.3888763,0
7.810741,6.321277,8.220355,0.48699218,163140.1,0.0,1.235627,0
1.905893,1.3155199,1.9602062,0.60465163,761922.06,1.0,1.4487754,0
4.222894,3.2224555,4.319672,0.65502805,691853.1,1.0,1.3104585,1
7.50218,5.4615254,7.080311,0.39368773,794902.9,0.0,1.373642,0
7.8221035,6.9982343,7.3754396,0.6416748,1151742.2,1.0,1.1177253,1
2.0436113,2.0031593,1.8511736,0.42173994,119136.0,1.0,1.0201942,1
0.5831176,0.5049818,0.5427819,0.50247824,277321.66,1.0,1.15473,1
1.3980943,1.2266667,1.3523713,0.60061544,318897.97,1.0,1.1397507,1
0.69396216,0.5309208,0.69961447,0.62677044,541152.2,1.0,1.3070916,0
1.7219691,1.1819077,1.5948218,0.54774725,189180.3,1.0,1.4569404,0
4.634844,3.92188,4.6882114,0.3379167,521350.4,0.0,1.1817913,0
7.3171005,6.8077016,6.9707384,0.2194618,988623.8,0.0,1.0748268,0
4.3903074,3.271373,4.17427,0.47180662,238206.5,0.0,1.3420382,0
5.0827184,4.4186954,5.5380735,0.6456927,1104067.5,1.0,1.1502758,1
1.7745645,1.3663346,1.949304,0.56745464,1097941.4,1.0,1.2987775,0
6.4445524,4.7861495,6.8459687,0.53630495,639935.3,1.0,1.3465004,0
5.0187535,3.96525,4.571474,0.498946,1039181.2,1.0,1.265684,0
6.940267,5.4743867,7.2576203,0.54636526,868225.94,0.0,1.2677708,0
7.6009765,6.5634646,7.1121206,0.35088632,460249.22,1.0,1.1580738,0
2.913626,2.6754832,2.953963,0.61703026,696014.25,0.0,1.0890093,1
0.9065167,0.76956755,0.97789824,0.626946,184109.03,0.0,1.1779559,1
1.9622458,1.6600016,1.9152287,0.44671017,620126.75,0.0,1.1820747,1
3.6151643,3.47197,3.9252307,0.56555116,1004475.94,1.0,1.041243,1
7.5764103,5.492345,7.8921533,0.24251758,723026.0,0.0,1.3794491,0
3.1508167,2.7447104,3.0254216,0.52700716,489335.22,1.0,1.1479596,1
6.212031,4.7652235,5.7087536,0.48003122,813093.56,1.0,1.303618,0
4.415718,3.7529478,4.6942186,0.6888849,1173383.8,1.0,1.1766,1
1.6259084,1.1389841,1.6122701,0.47020358,127603.76,1.0,1.4275076,0
2.7017262,2.467776,2.470833,0.6302997,429918.97,1.0,1.094802,1
5.2948966,5.228449,4.8746114,0.4413241,229330.16,0.0,1.0127089,1
5.4482565,3.481504,5.9570813,0.1570849,1150489.6,0.0,1.5649146,0
3.591126,2.5545993,3.4065435,0.46616957,677787.1,0.0,1.4057493,0
1.9834358,1.511528,2.1685264,0.5295136,199119.5,1.0,1.3122058,0
5.830873,5.0238023,6.0421367,0.5226256,753995.56,0.0,1.1606493,1
1.5172098,1.2499878,1.4566704,0.52489257,625483.2,1.0,1.2137796,1
7.5060234,5.640129,7.3314753,0.42403188,118218.54,0.0,1.3308247,0
1.6656479,1.5873575,1.7579377,0.45144087,1044191.9,1.0,1.0493212,1
1.0370364,0.7587618,1.023641,0.33104843,865575.7,1.0,1.3667483,0
4.081652,3.1442947,3.7345083,0.20050915,56024.613,1.0,1.2981137,0
4.2524867,3.3560221,4.0226946,0.48403114,1153623.1,1.0,1.2671212,0
4.1639047,3.5265124,4.463993,0.38821954,233158.36,0.0,1.180743,0
3.6060064,2.946432,3.7474875,0.6619753,50301.31,0.0,1.2238553,1
7.959556,6.209054,7.9611735,0.17270245,541362.3,1.0,1.2819273,0
3.9929888,3.347932,3.7897422,0.54365283,211899.83,1.0,1.1926732,1
3.9279833,3.9820557,3.9080217,0.8182231,705670.1,0.0,0.98642105,1
3.4897752,2.8282423,3.6913788,0.47257304,408144.06,1.0,1.2339026,0
0.7212409,0.65003735,0.66087925,0.49958777,262954.8,1.0,1.1095376,1
4.825062,3.9218135,5.302519,0.563952,1183146.8,0.0,1.2303139,0
1.9781486,1.6977737,2.1204815,0.57567793,432638.38,1.0,1.1651428,1
5.17335,3.910401,4.985005,0.4387239,526943.25,1.0,1.3229717,0
0.596501,0.57626003,0.6407109,0.34875557,388376.16,0.0,1.0351247,0
7.8548193,5.827775,8.140286,0.59790814,1012535.0,1.0,1.3478247,0
3.8582397,2.511852,3.9866066,0.21379079,276301.7,0.0,1.5360138,0
7.194692,5.2668986,6.6762567,0.62483424,196806.16,1.0,1.3660207,1
3.909377,2.896719,4.226736,0.4412302,1063676.4,1.0,1.3495879,0
0.6705804,0.6125657,0.6639204,0.5004628,260863.73,0.0,1.0947077,1
6.6132655,6.723537,7.014331,0.42115882,1036628.7,1.0,0.98359925,1
5.255833,4.9956503,5.0450993,0.7146324,714904.44,1.0,1.0520818,1
6.297705,4.4291,6.0558777,0.5373516,996877.44,1.0,1.4218926,0
3.5397248,3.4081554,3.8686993,0.4517393,130681.78,0.0,1.0386043,1
5.1759067,4.61013,5.172449,0.44751456,1158164.0,0.0,1.1227248,1
6.8785863,5.167004,6.2731204,0.47777644,394727.12,1.0,1.3312523,0
5.1223106,4.2002378,5.466229,0.859541,117420.99,0.0,1.2195288,1
2.9118543,2.392141,2.753001,0.30243674,929618.7,0.0,1.2172586,0
5.3677306,3.8190823,5.7743406,0.6624323,255221.8,0.0,1.4055028,0
5.4404626,4.7397075,5.8935876,0.5852158,453778.66,1.0,1.1478478,1
7.6925783,6.693735,7.035272,0.73097175,733854.7,0.0,1.1492206,1
3.093116,2.304678,3.1441088,0.59436,128908.85,0.0,1.3421035,0
3.5156379,2.7381024,3.8542106,0.50050443,282223.6,1.0,1.2839687,0
6.5345592,5.1637454,7.097733,0.65300417,612433.06,0.0,1.2654688,1
4.144946,3.8143811,4.1658726,0.5344653,535188.44,0.0,1.0866628,1
5.94527,5.412004,6.1598864,0.6132434,691209.4,0.0,1.098534,1
3.785734,3.675918,3.8646755,0.7142329,887927.8,0.0,1.0298743,1
1.8808621,1.568535,1.7692342,0.513878,455941.12,0.0,1.1991203,1
6.01259,5.3814135,6.1965723,0.43634224,515066.56,0.0,1.1172882,0
1.2230103,1.0292315,1.1821963,0.40342823,363238.56,1.0,1.1882752,0
1.7489526,1.4428431,1.6922767,0.56758106,440651.56,0.0,1.2121571,1
5.089235,3.6990755,5.007795,0.36827475,108683.55,0.0,1.3758126,0
6.0287046,5.354407,6.4533386,0.44752926,717142.75,1.0,1.1259332,0
7.1785655,6.1089025,6.802905,0.3548647,248695.53,1.0,1.175099,0
2.3261747,2.0406935,2.2102342,0.57625085,873729.75,0.0,1.1398942,1
1.0636492,0.97222185,0.95884573,0.38717663,98522.484,1.0,1.0940397,1
7.657164,6.3206787,7.12883,0.30699006,118857.33,1.0,1.2114465,0
1.4045001,1.0932469,1.538961,0.33338368,377392.84,1.0,1.2847053,0
1.7418025,1.212455,1.7187654,0.41433674,554164.9,1.0,1.4365914,0
2.4723697,1.7594255,2.3216367,0.42795488,847649.6,0.0,1.4052142,0
4.3292527,3.5757582,4.7324634,0.5377179,846010.94,1.0,1.2107229,1
7.0860395,5.8309216,6.4158673,0.4757565,1169386.0,1.0,1.215252,0
6.132259,4.293959,6.1128397,0.55554664,454391.16,1.0,1.428113,0
5.723629,4.0684867,6.0723147,0.5675919,118253.61,1.0,1.40682,0
1.5664084,1.1024226,1.6518795,0.6110749,1040454.06,0.0,1.4208784,0
2.9899244,2.822066,2.8040812,0.21382631,890233.3,1.0,1.0594808,0
3.9315584,3.3538103,4.094946,0.3309165,128340.22,1.0,1.1722661,1
1.3499224,1.089986,1.3829385,0.583233,145839.2,1.0,1.238477,1
2.3327518,1.7352127,2.414527,0.5317119,598131.4,1.0,1.3443606,0
2.604999,1.944224,2.4831398,0.6465399,442891.7,0.0,1.3398657,0
1.1927544,0.78919023,1.2668803,0.26839736,735827.9,0.0,1.5113648,0
4.4918694,3.416174,4.545087,0.42872682,302035.06,1.0,1.3148831,0
5.6992197,4.215511,5.955774,0.455543,1153240.0,0.0,1.3519641,0
0.7454667,0.5879926,0.8110042,0.52498454,638955.3,1.0,1.2678165,0
3.9527602,3.78467,4.2337995,0.5053816,913326.7,1.0,1.0444134,1
6.301247,5.435503,6.657063,0.5703617,194652.14,1.0,1.1592759,1
6.034323,5.9153895,5.7804575,0.4828019,759463.8,0.0,1.0201057,1
6.55757,4.5512667,5.972744,0.7058504,1044956.75,1.0,1.4408231,0
3.696277,2.9862635,3.7514582,0.7536814,76439.23,0.0,1.2377598,1
6.600345,5.950939,5.9858704,0.33231547,670984.1,1.0,1.1091267,0
2.077874,1.7726142,2.1668859,0.5067667,333775.88,1.0,1.1722088,0
3.0143223,2.4934149,3.1570938,0.6196991,600147.1,1.0,1.2089133,1
1.5755734,1.470331,1.5953977,0.5877992,988394.4,1.0,1.0715774,1
3.8463795,3.0434446,3.5910966,0.43882346,843581.3,1.0,1.2638243,0
3.258068,2.6321034,3.5028934,0.5382297,917674.0,1.0,1.2378192,0
2.0792315,1.8724117,2.11912,0.26248124,293435.28,1.0,1.1104563,0
6.0638895,4.1032205,6.08195,0.49712873,1007397.94,1.0,1.4778367,0
2.6480048,1.8434764,2.6838014,0.28095445,756090.94,1.0,1.4364191,0
2.3278737,1.5394675,2.1336765,0.57619685,129697.44,1.0,1.5121293,0
1.2209445,1.0880499,1.2796566,0.33260632,1042115.75,0.0,1.1221403,0
3.6228092,3.3247035,3.304564,0.52445495,114118.52,0.0,1.0896639,1
2.5631242,1.8396561,2.6033077,0.54787934,83086.21,1.0,1.3932626,0
3.0803282,2.467224,2.8765688,0.5113796,1008809.25,0.0,1.2484996,0
2.0407786,1.9189504,1.9214755,0.40520707,64977.26,1.0,1.0634869,0
6.1526127,5.5103455,5.824376,0.46844476,151699.2,1.0,1.1165566,1
7.454026,5.7656565,6.7299504,0.67716074,69495.95,0.0,1.2928321,1
4.0838685,3.4118152,4.403912,0.43630874,1062320.5,1.0,1.1969782,0
5.215388,5.1264415,5.5327287,0.50321454,101399.81,0.0,1.0173504,1
6.963944,6.790195,6.311125,0.41648167,478581.78,1.0,1.0255882,1
7.990871,7.032543,7.282858,0.6530641,299541.22,0.0,1.1362705,1
4.985429,3.5757153,5.267481,0.51167464,442910.16,0.0,1.3942465,0
7.14028,5.356317,6.4359674,0.3854039,384181.5,0.0,1.3330578,0
7.287144,5.798961,7.2419624,0.5010688,1071052.5,1.0,1.2566293,0
6.3733215,5.0281577,5.8727574,0.46384522,934011.4,1.0,1.2675263,0
3.795265,3.7028816,3.8648186,0.70888734,1067769.4,1.0,1.0249491,1
0.8330012,0.5705365,0.91602486,0.49329686,878049.0,0.0,1.4600314,0
0.32328334,0.26518697,0.30207732,0.29258767,429900.3,1.0,1.219077,0
3.922165,3.6516948,4.2804027,0.574795,263721.88,1.0,1.074067,1
4.0556536,4.1507335,4.352104,0.7679131,659246.4,1.0,0.9770932,1
3.3774266,2.8707635,3.7056146,0.6795396,460168.6,0.0,1.1764907,1
4.6317053,4.1487827,4.878287,0.33455995,789924.94,1.0,1.1164011,1
4.5068693,3.3999927,4.8286543,0.45969078,94772.484,1.0,1.3255526,0
6.7255816,5.444231,6.8528266,0.49539754,869929.3,1.0,1.2353593,0
1.0475254,0.7221169,1.1244733,0.49721768,394493.06,1.0,1.4506314,0
1.9563859,1.9927427,1.8043795,0.5571443,581576.56,0.0,0.9817554,1
6.385439,5.9615126,6.6940527,0.44838485,1175406.0,0.0,1.0711105,1
6.8131275,5.0570774,6.9885297,0.3626564,297911.75,1.0,1.347246,0
7.959629,5.775831,7.2589374,0.64277005,185303.92,1.0,1.3780924,1
7.0087137,5.3488526,6.716577,0.3314651,291285.94,1.0,1.310321,0
7.1412125,5.306507,6.735744,0.3796825,454229.06,1.0,1.3457463,0
